RXCUI|INGREDIENT|ING_RXCUI
2001750|methyl salicylate|29787
2001751|Ethinyl Estradiol|4124
2001751|Levonorgestrel|6373
2001756|Ethinyl Estradiol|4124
2001756|Desogestrel|22656
200176|Camphor|1952
200176|Menthol|6750
200193|zolmitriptan|135775
200194|zolmitriptan|135775
2002002|Daunorubicin|3109
200206|Ganciclovir|4678
200209|Chondroitin Sulfates|2473
200209|Glucosamine|4845
200213|Thymol|10553
200213|chlorophyllin|20852
200215|Bromelains|1752
200215|Papain|7892
200220|tolcapone|72937
200221|tolcapone|72937
200224|montelukast|88249
200238|Liver Extract|6459
200240|paregoric|32926
2002419|Insulin Glargine|274783
2002420|Insulin Glargine|274783
200243|sevoflurane|36453
200251|potassium phosphate|34322
200251|Sodium Phosphate, Monobasic|235496
200251|Sodium Phosphate, Dibasic|236719
200256|repaglinide|73044
200257|repaglinide|73044
200258|repaglinide|73044
2002717|nilotinib|662281
2002719|nilotinib|662281
2002739|Ascorbic Acid|1151
2002800|sodium citrate|56466
200284|Hydrochlorothiazide|5487
200284|valsartan|69749
200285|Hydrochlorothiazide|5487
200285|valsartan|69749
200293|Camphor|1952
200293|Menthol|6750
200293|Eucalyptus oil|59087
200295|Witch Hazel|89821
200298|Capsaicin|1992
200298|trolamine salicylate|38866
200299|Chondroitin Sulfates|2473
200299|Glucosamine|4845
200311|Fenofibrate|8703
2003123|Guaifenesin|5032
2003123|Pseudoephedrine|8896
2003130|Chlorpheniramine|2400
2003130|Dextromethorphan|3289
2003130|Phenylephrine|8163
2003165|Lanolin|6227
2003165|Petrolatum|8091
200317|Soybean Oil|9949
2003179|Chlorpheniramine|2400
2003179|Dextromethorphan|3289
200318|Soybean Oil|9949
200321|paricalcitol|73710
2003249|Lamivudine|68244
2003249|tenofovir disoproxil|300195
2003255|Lamivudine|68244
2003255|tenofovir disoproxil|300195
200327|capecitabine|194000
200328|capecitabine|194000
200329|Omeprazole|7646
2003327|Bifidobacterium Infantis|100213
2003333|Bifidobacterium Infantis|100213
200334|Chondroitin Sulfates|2473
200334|Glucosamine|4845
2003344|chromic chloride|21009
2003344|Copper Sulfate|21579
2003344|manganese sulfate|29268
2003344|Zinc Sulfate|39954
200337|Simethicone|9796
2003375|Ethinyl Estradiol|4124
2003375|drospirenone|11636
2003391|Dextromethorphan|3289
2003391|Guaifenesin|5032
2003393|Talc|10323
2003398|Talc|10323
2003400|Talc|10323
2003402|Talc|10323
2003403|Talc|10323
2003405|Talc|10323
200342|hydroxyurea|5552
200343|hydroxyurea|5552
200344|hydroxyurea|5552
200345|Simvastatin|36567
200346|cefdinir|25037
200349|eptifibatide|75635
200353|Folic Acid|4511
200353|Vitamin B 12|11248
200353|Vitamin B6|42954
2003656|Omeprazole|7646
2003660|Fibrinogen|4385
2003660|Thrombin|10528
2003662|Fibrinogen|4385
2003662|Thrombin|10528
2003663|Fibrinogen|4385
2003663|Thrombin|10528
2003664|Fibrinogen|4385
2003664|Thrombin|10528
2003667|Fibrinogen|4385
2003667|Thrombin|10528
2003668|Fibrinogen|4385
2003668|Thrombin|10528
2003669|Fibrinogen|4385
2003669|Thrombin|10528
2003670|Fibrinogen|4385
2003670|Thrombin|10528
200371|Citalopram|2556
2003710|Levonorgestrel|6373
2003714|Morphine|7052
2003755|sarilumab|1923319
2003757|sarilumab|1923319
2003766|sarilumab|1923319
2003767|sarilumab|1923319
2003796|lamotrigine|28439
2003797|lamotrigine|28439
2003798|lamotrigine|28439
2003799|lamotrigine|28439
2003801|lamotrigine|28439
200390|Thalidomide|10432
200801|Furosemide|4603
200809|Furosemide|4603
200817|Spironolactone|9997
200820|Spironolactone|9997
200825|Spironolactone|9997
200977|Acetaminophen|161
201126|Ibuprofen|5640
201185|Mafenide|6572
201239|lamotrigine|28439
201240|lamotrigine|28439
201322|Atenolol|1202
201337|Nadolol|7226
201338|Nadolol|7226
201388|Metyrosine|266604
201427|Isosorbide|6057
201625|Secobarbital|9624
201628|Amobarbital|719
201653|Pimozide|8331
201708|Isocarboxazid|6011
201716|Dimenhydrinate|3444
201737|Ethosuximide|4135
201747|Primidone|8691
201848|Vancomycin|11124
201849|Vancomycin|11124
201860|Capreomycin|78903
201867|Rifampin|9384
201868|Rifampin|9384
201882|Nitrofurantoin|7454
201883|Nitrofurantoin|7454
201900|Fluconazole|4450
201901|Fluconazole|4450
201903|Acyclovir|281
201905|Acyclovir|281
201907|Zidovudine|11413
201912|Pyrimethamine|9010
201961|Finasteride|25025
202088|4-Aminobenzoate|618974
202301|Estrogens, Conjugated (USP)|4099
203088|Ketoconazole|6135
203105|Hydrocortisone|5492
204119|Malathion|6606
204135|Desonide|3254
2043306|rabies immune globulin, human|89886
2043308|rabies immune globulin, human|89886
2043311|rabies immune globulin, human|89886
2043312|rabies immune globulin, human|89886
2043317|ibalizumab|2043283
2043322|ibalizumab|2043283
2043464|Lamivudine|68244
2043464|efavirenz|195085
2043464|tenofovir disoproxil|300195
2043465|Norethindrone|7514
2043695|Lactobacillus acidophilus|6205
2043695|Bifidobacterium animalis|1550045
2043859|burosumab|2043855
2043864|burosumab|2043855
2043868|burosumab|2043855
2043870|burosumab|2043855
2043876|burosumab|2043855
2043878|burosumab|2043855
2043919|Menthol|6750
2043919|methyl salicylate|29787
204401|chromic chloride|21009
204416|Haloperidol|5093
204423|Hydrocortisone|5492
204423|Neomycin|7299
204423|Polymyxin B|8536
204426|p-Hydroxyamphetamine|7839
204426|Tropicamide|10869
204430|isoniazid|6038
2044355|tolvaptan|358257
2044357|tolvaptan|358257
2044359|tolvaptan|358257
2044361|tolvaptan|358257
2044363|tolvaptan|358257
2044365|tolvaptan|358257
2044367|tolvaptan|358257
2044369|tolvaptan|358257
204441|Famotidine|4278
204442|Ibuprofen|5640
2044429|palonosetron|70561
2044429|netupitant|1552337
2044431|palonosetron|70561
2044431|netupitant|1552337
204445|Interferon Alfa-2b|5880
204451|Natamycin|7268
204452|Methyldopate|6877
2044645|Acetaminophen|161
2044646|Acetaminophen|161
2044659|Ergocalciferol|4018
204466|Penicillin G Potassium|203133
2044714|Amantadine|620
2044720|Amantadine|620
2044724|Amantadine|620
2044726|Amantadine|620
2044730|Amantadine|620
2044732|Amantadine|620
2044878|Hypochlorite|1483317
2044886|Hydrocortisone|5492
2044886|Lidocaine|6387
2044889|Sulfur|10223
2044889|resorcinol|35382
204490|Sodium Tetradecyl Sulfate|9913
204491|Sodium Tetradecyl Sulfate|9913
2044922|fostamatinib|2044896
2044928|fostamatinib|2044896
2044930|fostamatinib|2044896
2044932|fostamatinib|2044896
2044966|tolvaptan|358257
2044967|tolvaptan|358257
2044968|tolvaptan|358257
2044969|tolvaptan|358257
2044970|tolvaptan|358257
2044971|tolvaptan|358257
2044973|tisagenlecleucel|1986438
2044975|tisagenlecleucel|1986438
2045032|WHEAT DEXTRIN|637366
204504|Digoxin|3407
204508|Flumazenil|4457
204509|Polymyxin B|8536
2045129|andexanet alfa|2045114
2045134|andexanet alfa|2045114
2045140|Doxycycline|3640
2045196|Ethinyl Estradiol|4124
2045196|drospirenone|11636
204520|Potassium Chloride|8591
2045201|fluocinolone|25126
2045233|Potassium Chloride|8591
2045233|Sodium Chloride|9863
2045233|sodium sulfate|36721
2045233|POLYETHYLENE GLYCOL 3350|221147
2045243|Ascorbic Acid|1151
2045243|Potassium Chloride|8591
2045243|Sodium Chloride|9863
2045243|POLYETHYLENE GLYCOL 3350|221147
2045243|Sodium Ascorbate|267366
2045244|Ascorbic Acid|1151
2045244|Potassium Chloride|8591
2045244|Sodium Chloride|9863
2045244|sodium sulfate|36721
2045244|POLYETHYLENE GLYCOL 3350|221147
2045244|Sodium Ascorbate|267366
2045245|Ascorbic Acid|1151
2045245|Potassium Chloride|8591
2045245|Sodium Chloride|9863
2045245|sodium sulfate|36721
2045245|POLYETHYLENE GLYCOL 3350|221147
2045245|Sodium Ascorbate|267366
204528|cytomegalovirus immune globulin|22178
204534|Zidovudine|11413
204536|cupric chloride|21833
2045377|fluticasone|41126
2045382|fluticasone|41126
2045404|Dexamethasone|3264
2045409|Dexamethasone|3264
2045491|fingolimod|1012892
2045493|fingolimod|1012892
2045500|Acetaminophen|161
2045500|Oxycodone|7804
2045501|ranibizumab|595060
2045502|ranibizumab|595060
2045511|Camphor|1952
2045511|Menthol|6750
2045511|methyl salicylate|29787
2045627|erenumab|2045613
2045632|erenumab|2045613
2045636|erenumab|2045613
2045638|erenumab|2045613
2045898|Doxycycline|3640
2045900|Doxycycline|3640
2045951|avatrombopag|2045726
2045952|avatrombopag|2045726
2045958|avatrombopag|2045726
2045959|avatrombopag|2045726
2045960|avatrombopag|2045726
2045961|avatrombopag|2045726
204602|Bacitracin|1291
204602|Neomycin|7299
204602|Polymyxin B|8536
204612|Acetaminophen|161
204612|phenyltoloxamine|33408
2046140|bevacizumab|253337
2046145|bevacizumab|253337
2046148|bevacizumab|253337
2046149|bevacizumab|253337
204623|Riboflavin|9346
204624|Riboflavin|9346
204625|Riboflavin|9346
204632|ferrous sulfate|24947
2046365|pegvaliase|2046360
204637|Calcium Carbonate|1897
2046370|pegvaliase|2046360
2046374|pegvaliase|2046360
2046376|pegvaliase|2046360
2046379|pegvaliase|2046360
204638|Salicylic Acid|9525
204638|Sulfur|10223
2046380|pegvaliase|2046360
204642|selenium sulfide|36345
204644|tyloxapol|38998
204647|tricalcium phosphate|47628
2046579|abiraterone|1100072
2046585|abiraterone|1100072
2046591|lofexidine|28863
2046597|lofexidine|28863
2046639|Urea|11002
2046642|carfilzomib|1302966
2046644|carfilzomib|1302966
204681|Coal Tar|2635
204691|Castor Oil|2129
204709|Allantoin|508
204709|Camphor|1952
204709|phenol|33290
2047241|baricitinib|2047232
2047247|baricitinib|2047232
204749|4-Aminobenzoic Acid|74
204754|Petrolatum|8091
2047591|Epoetin Alfa|105694
2047596|Epoetin Alfa|105694
204760|Magnesium Hydroxide|6581
2047600|Epoetin Alfa|105694
2047602|Epoetin Alfa|105694
2047606|Epoetin Alfa|105694
2047608|Epoetin Alfa|105694
2047612|Epoetin Alfa|105694
2047614|Epoetin Alfa|105694
2047621|Epoetin Alfa|105694
2047623|Epoetin Alfa|105694
2047633|sodium zirconium cyclosilicate|2047628
2047639|sodium zirconium cyclosilicate|2047628
2047642|sodium zirconium cyclosilicate|2047628
2047646|halobetasol|41208
2047715|Amlodipine|17767
2047715|celecoxib|140587
2047716|Amlodipine|17767
2047716|celecoxib|140587
2047717|Amlodipine|17767
2047717|celecoxib|140587
2047760|Ethinyl Estradiol|4124
2047760|Norethindrone|7514
2047766|Metoprolol|6918
2047769|Metoprolol|6918
2047772|Metoprolol|6918
2047775|Metoprolol|6918
2047868|Vigabatrin|14851
2047877|Benzalkonium|1378
2047877|Lidocaine|6387
2047879|Benzalkonium|1378
2047879|Lidocaine|6387
2047882|Testosterone|10379
204793|Povidone-Iodine|8611
2048002|Histamine|5333
2048002|Menthol|6750
2048004|Histamine|5333
2048005|Lidocaine|6387
2048005|Menthol|6750
2048017|Atropine|1223
2048017|Phenobarbital|8134
2048017|Scopolamine|9601
2048017|Hyoscyamine|153970
2048020|pegfilgrastim|338036
2048025|pegfilgrastim|338036
204836|Coal Tar|2635
204837|Coal Tar|2635
204844|Azithromycin|18631
2048566|tofacitinib|1357536
2048568|tofacitinib|1357536
204866|Coal Tar|2635
204870|Mesna|44
2048716|desmopressin|3251
2048718|desmopressin|3251
2048720|desmopressin|3251
2048722|desmopressin|3251
204874|Hydrocortisone|5492
204874|Neomycin|7299
204874|Polymyxin B|8536
204890|Acetic Acid|168
2048916|Estradiol|4083
2048917|Estradiol|4083
2048918|Estradiol|4083
2048946|Phenazopyridine|8120
2048979|Ethanol|448
2048982|Ethanol|448
204899|Cysteine|3024
204899|Inositol|5833
204899|Methionine|6837
204899|Urea|11002
204899|Sodium propionate|56513
204901|Arginine|1091
2049015|Moxidectin|1047072
2049016|Lidocaine|6387
204903|Beta Carotene|19143
2049111|encorafenib|2049106
2049117|encorafenib|2049106
2049119|encorafenib|2049106
2049121|encorafenib|2049106
2049127|Binimetinib|2049122
204913|Iodine|5933
204913|Potassium Iodide|8597
2049133|Binimetinib|2049122
204918|Water|11295
204919|Zinc Oxide|11423
2049223|Acetaminophen|161
2049223|Guaifenesin|5032
2049223|Phenylephrine|8163
2049264|Ethinyl Estradiol|4124
2049264|Levonorgestrel|6373
2049269|pimavanserin|1791685
2049271|pimavanserin|1791685
2049275|pimavanserin|1791685
2049278|pimavanserin|1791685
2049341|aripiprazole lauroxil|1673265
2049343|aripiprazole lauroxil|1673265
204935|Camphor|1952
2049380|insulin, regular, human|253182
2049380|insulin isophane|1605101
2049453|Psyllium|8928
204946|Urea|11002
2049533|Lidocaine|6387
2049553|plazomicin|2049549
2049558|plazomicin|2049549
2049593|Amlodipine|17767
2049593|celecoxib|140587
2049603|crotamiton|21766
2049636|Silver Nitrate|9789
2049636|potassium nitrate|34316
2049671|emtricitabine|276237
2049671|darunavir|460132
2049671|cobicistat|1306284
2049671|tenofovir alafenamide|1721603
2049677|emtricitabine|276237
2049677|darunavir|460132
2049677|cobicistat|1306284
2049677|tenofovir alafenamide|1721603
2049725|Camphor|1952
2049725|Capsaicin|1992
2049725|Menthol|6750
2049725|methyl salicylate|29787
2049730|pasireotide|1364105
2049732|pasireotide|1364105
2049734|pasireotide|1364105
2049736|pasireotide|1364105
2049841|Acetaminophen|161
2049841|Chlorpheniramine|2400
2049841|Dextromethorphan|3289
2049852|elagolix|2049846
2049858|elagolix|2049846
2049860|elagolix|2049846
2049862|elagolix|2049846
2049878|ivosidenib|2049873
2049884|ivosidenib|2049873
2049888|Vancomycin|11124
2049890|Vancomycin|11124
2049891|Vancomycin|11124
2050057|Hepatitis B Surface Antigen Vaccine|797752
2050059|Hepatitis B Surface Antigen Vaccine|797752
205023|Salicylic Acid|9525
205074|Calcium Carbonate|1897
205097|Coal Tar|2635
205100|Coal Tar|2635
205104|Salicylic Acid|9525
205121|Mineral Oil|6972
205128|Zinc Oxide|11423
205157|phenol|33290
205162|Salicylic Acid|9525
205173|Salicylic Acid|9525
205175|Cyclosporine|3008
2052064|Norethindrone|7514
205217|Sulfur|10223
205228|Iodine|5933
205228|Potassium Iodide|8597
205233|Calcium Carbonate|1897
205233|Magnesium Hydroxide|6581
2052423|Nitroprusside|7476
2052424|Nitroprusside|7476
205248|Urea|11002
205248|Lactate|114202
205259|diphtheria toxoid vaccine, inactivated|798304
205259|tetanus toxoid vaccine, inactivated|798306
2052605|Tacrolimus|42316
2052609|Tacrolimus|42316
2052703|Tacrolimus|42316
2052704|Tacrolimus|42316
2052814|Phytosterols|8310
205282|resorcinol|35382
2052826|Methylphenidate|6901
205284|leflunomide|27169
205285|leflunomide|27169
205286|leflunomide|27169
205290|efavirenz|195085
205291|efavirenz|195085
205292|efavirenz|195085
205301|Prednisone|8640
205304|telmisartan|73494
205305|telmisartan|73494
205315|topiramate|38404
205316|topiramate|38404
205322|celecoxib|140587
205323|celecoxib|140587
205324|modafinil|30125
205326|Lisinopril|29046
205328|Lamivudine|68244
2053286|iobenguane I-131|2053281
205329|miglitol|30009
2053291|iobenguane I-131|2053281
2053296|iobenguane I-131|2053281
2053297|iobenguane I-131|2053281
205330|miglitol|30009
205331|miglitol|30009
205333|Estradiol|4083
2053336|Zinc Gluconate|58300
205336|Hydrogen Peroxide|5499
205337|magnesium carbonate|29155
2053453|tildrakizumab|2053436
2053458|tildrakizumab|2053436
2053499|fish oil (containing omega-3 acids)|2053495
2053504|fish oil (containing omega-3 acids)|2053495
2053509|ivacaftor|1243041
2053509|lumacaftor|1655922
2053512|ivacaftor|1243041
2053512|lumacaftor|1655922
2053513|fish oil (containing omega-3 acids)|2053495
2053514|fish oil (containing omega-3 acids)|2053495
2053517|ivacaftor|1243041
2053517|lumacaftor|1655922
2053519|ivacaftor|1243041
2053519|lumacaftor|1655922
2053524|patisiran|2053490
2053529|patisiran|2053490
2053927|sodium zirconium cyclosilicate|2047628
2054081|mogamulizumab|2054068
2054086|mogamulizumab|2054068
2054096|tafenoquine|2054023
2054102|tafenoquine|2054023
2054118|glycopyrronium|1546438
2054120|glycopyrronium|1546438
2054156|lenvatinib|1603296
2054157|lenvatinib|1603296
2054158|lenvatinib|1603296
2054159|lenvatinib|1603296
2054168|Albumin Human, USP|828529
2054170|Albumin Human, USP|828529
2054173|Albumin Human, USP|828529
2054174|Albumin Human, USP|828529
2054221|Albumin Human, USP|828529
2054223|Albumin Human, USP|828529
2054226|Albumin Human, USP|828529
2054227|Albumin Human, USP|828529
2054257|migalastat|2054252
2054263|migalastat|2054252
2054266|migalastat|2054252
2054268|valbenazine|1918219
2054269|valbenazine|1918219
2054275|migalastat|2054252
2054309|Estradiol|4083
2054310|Estradiol|4083
2054312|Estradiol|4083
2054313|Estradiol|4083
2054315|Estradiol|4083
2054316|Estradiol|4083
2054317|Estradiol|4083
2054318|Estradiol|4083
205488|Bumetanide|1808
205489|Bumetanide|1808
205490|Bumetanide|1808
205494|Anthralin|873
205495|Anthralin|873
2054973|stiripentol|2054968
2054979|stiripentol|2054968
2054981|stiripentol|2054968
2054983|stiripentol|2054968
2054989|lusutrombopag|2054984
2054995|lusutrombopag|2054984
2055008|Tretinoin|10753
2055011|stiripentol|2054968
2055014|stiripentol|2054968
2055015|stiripentol|2054968
2055016|stiripentol|2054968
2055021|Cyclosporine|3008
2055026|Cyclosporine|3008
2055036|Leucovorin|6313
2055109|Tecovirimat|2055104
2055115|Tecovirimat|2055104
2055281|loteprednol etabonate|52177
2055286|loteprednol etabonate|52177
205529|Desonide|3254
205530|Desonide|3254
2055307|Morphine|7052
2055311|Morphine|7052
205532|Dornase Alfa|337623
205533|Buprenorphine|1819
205534|Desonide|3254
205535|Fluoxetine|4493
205544|Doxazosin|49276
205562|Estramustine|4089
2055645|lanadelumab|2055641
2055650|lanadelumab|2055641
2055659|damoctocog alfa pegol|2055655
2055664|damoctocog alfa pegol|2055655
2055667|Risperidone|35636
2055672|Risperidone|35636
2055675|Risperidone|35636
2055676|Risperidone|35636
2055760|DORAVIRINE|2055755
2055766|DORAVIRINE|2055755
2055813|Lamivudine|68244
2055813|tenofovir disoproxil|300195
2055813|DORAVIRINE|2055755
2055815|Lamivudine|68244
2055815|tenofovir disoproxil|300195
2055815|DORAVIRINE|2055755
2055911|eravacycline|2055906
2055916|eravacycline|2055906
2055983|Ethinyl Estradiol|4124
2055983|segesterone|2055978
2055989|Ethinyl Estradiol|4124
2055989|segesterone|2055978
205604|Doxycycline|3640
205606|Doxycycline|3640
2056063|Menthol|6750
2056063|pectin|32987
